ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
101076801,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Aaron Steed,5/7/18,2018,5,7,1025,United States,US-NC-021,North Carolina,Buncombe,Lake Powhatan,35.4824091,-82.6256418,Adult,Call,Not Used,,,,,,,,,S45420772,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
100696461,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Guy McGrane,5/17/18,2018,5,17,1500,United States,US-NC-189,North Carolina,Watauga,Hickory Knoll,36.2178429,-81.5051436,,,Unspecified,FALSE,FALSE,,,,,,,S45772334,,,,,"These are quite uncommon in the county so I was very surprised to hear what sounded like one calling in the backyard. I went out to chase it down and it was in the grove of tall oak trees in the back yard, flying out to catch bugs and then back into the trees. I was able to get a definitive look at a yellowish bellied and brown topped bird with a fluffy crest, but only for a few seconds. Interestingly, this bird is 2 years to the day after my last in-county sighting and at the same place too. Gave the strong clear rising sheeep call, but only a few times.",Myiarchus crinitus,grcfly,Species,17334,,3.33,3,,,
100609041,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,5/17/18,2018,5,17,527,United States,US-NC-183,North Carolina,Wake,"Foxwood Drive (Beegle's yard) (35.8893402, -78.6553067)",35.8893402,-78.6553067,Unknown,Call,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to mp3,,,,S45758562,,,,"Early morning call of a GCFL. Did not respond to playback. Easier to hear than ML100609031 (same bird) but background noises include a distant car, two footsteps, and a birdfeeder swinging and banging (flying-squirrel interference).",Odd call that I've never heard before from a GCFL.,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
100609031,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,5/17/18,2018,5,17,527,United States,US-NC-183,North Carolina,Wake,"Foxwood Drive (Beegle's yard) (35.8893402, -78.6553067)",35.8893402,-78.6553067,Unknown,Call,Not Used,,,,,Nikon CoolPix S7000 - MOV file converted to mp3,,,,S45758562,,,,"Early morning call of a GCFL. Did not respond to playback. This one has more interference from background sounds of AMRO, etc. than the ML100609041 recording. Same bird in both recordings.",Odd call that I've never heard before from a GCFL.,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
99726091,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Charlie Bruggemann,5/11/18,2018,5,11,650,United States,US-NC-053,North Carolina,Currituck,"Mackay Island National Wildlife Refuge, Knotts Island US-NC (36.5126,-75.9531)",36.512559,-75.95311,,,Unspecified,FALSE,FALSE,,,,,,,S45549499,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
99673861,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Matt Wangerin,5/11/18,2018,5,11,1655,United States,US-NC-081,North Carolina,Guilford,"Reedy Fork Trail, Greensboro",36.174538,-79.812781,,Call,Not Used,,,,,iPhone 6 video converted to wav,,,,S45571015,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
97666501,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Nate Swick,5/2/18,2018,5,2,830,United States,US-NC-081,North Carolina,Guilford,Hamilton Lakes Park,36.0849161,-79.8632884,,Call,Not Used,,,,,Zoom H4n Pro,,,,S45171397,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
96991551,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Miles Buddy,4/28/18,2018,4,28,1746,United States,US-NC-021,North Carolina,Buncombe,Sandy Mush Game Land--Bear Creek Access,35.7277016,-82.7044773,Unknown,Song,Not Used,,,,,Roland R-05,Sennheiser ME66,"headphones, shock mount",,S45045713,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
96710681,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Charlie Bruggemann,4/26/18,2018,4,26,710,United States,US-NC-053,North Carolina,Currituck,"Knotts Island, NC  27950, Knotts Island US-NC (36.5129,-75.9330)",36.51294,-75.933014,,,Not Used,,,,,Zoom H4n Pro,,,,S44960795,,,,,Three birds were having a territorial dispute flaring their crests and calling.,Myiarchus crinitus,grcfly,Species,17334,,3.5,2,,,
96710661,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Charlie Bruggemann,4/26/18,2018,4,26,710,United States,US-NC-053,North Carolina,Currituck,"Knotts Island, NC  27950, Knotts Island US-NC (36.5129,-75.9330)",36.51294,-75.933014,,,Not Used,,,,,Zoom H4n Pro,,,,S44960795,,,,,Three birds were having a territorial dispute flaring their crests and calling.,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
96430541,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,LynnErla Beegle,4/25/18,2018,4,25,712,United States,US-NC-183,North Carolina,Wake,Lake Lynn,35.8820127,-78.7001324,Adult,Call,Not Used,,,,,Nikon Coolpix S7000 - converted MOV to MP3 with software,,,,S44923737,,,,Two GCFL interacting over the Glenharden entrance to Lake Lynn,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
96272761,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,John Koon,4/24/18,2018,4,24,1100,United States,US-NC-021,North Carolina,Buncombe,Biltmore Estate--The Lagoon,35.5402234,-82.5613117,,Call,Not Used,,,,,iPhone 5,,,,S44902635,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4,2,,,
94455491,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/13/18,2018,4,13,859,United States,US-NC-031,North Carolina,Carteret,Croatan NF--Pringle Road,34.7387207,-76.9908142,Adult Male,Call; Song,Not Used,,,,,iPhone 5s,,,,S44523403,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
63107161,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Steve Semanchuk,7/11/17,2017,7,11,712,United States,US-NC-021,North Carolina,Buncombe,40 Flack Valley Road,35.7096008,-82.6052141,Adult,Call,Not Used,,,,,iPHone 6,,,,S38082184,,,,One bird calling intermittently throughout most of the morning,,Myiarchus crinitus,grcfly,Species,17334,,4,3,,,
60053331,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Marbry Hopkins,6/2/17,2017,6,2,1120,United States,US-NC-031,North Carolina,Carteret,Croatan NF--Millis Rd. Savanna,34.7661532,-76.9556236,Adult Male,Song,Not Used,,,,,iPhone 6,Comica CVM-VS08,Song Sleuth App,,S37333991,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,2,,,
59157351,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Jay Wherley,5/24/17,2017,5,24,800,United States,US-NC-021,North Carolina,Buncombe,Beaver Lake Bird Sanctuary,35.633465,-82.55752,,Call,Used,,,,,iphone SE,,,,S37109950,,,,"Calls at 4,8,13,20 seconds",,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
56846051,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,5/1/17,2017,5,1,639,United States,US-NC-031,North Carolina,Carteret,Cape Lookout NS--Core Sound Waterfowl Museum Trails,34.6864399,-76.527586,Adult,Call,Not Used,,,,,iPhone 5s,,,,S36448458,,,,,,Myiarchus crinitus,grcfly,Species,17334,,5,2,,,
55397481,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Mike Stewart 🦅,4/22/17,2017,4,22,1740,United States,US-NC-051,North Carolina,Cumberland,Smith Lake,35.1330429,-78.9213738,,,Unspecified,FALSE,FALSE,,,,,,,S36182428,,,,,,Myiarchus crinitus,grcfly,Species,17334,,3.67,3,,,
54435591,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/13/17,2017,4,13,723,United States,US-NC-031,North Carolina,Carteret,Croatan NF--Millis Rd. Savanna,34.7661532,-76.9556236,,Call,Not Used,,,,,iPhone 5s,,,,S35917269,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
53674461,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Don Bemont,4/7/17,2017,4,7,630,United States,US-NC-055,North Carolina,Dare,Alligator River NWR--Buffalo City Rd.,35.8663085,-75.9186709,,Call,Not Used,,,,,Roland R26,Audio-Technica AT8015,,,S35759930,,,,,First I have found this spring,Myiarchus crinitus,grcfly,Species,17334,,3,2,,,
53607051,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/6/17,2017,4,6,859,United States,US-NC-031,North Carolina,Carteret,Forest Service Road 169,34.8353813,-76.786682,,Call,Not Used,,,,,iPhone 5s,,,,S35735550,,,,,,Myiarchus crinitus,grcfly,Species,17334,,4.5,2,,,
38657051,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Samuel West,9/16/16,2016,9,16,700,United States,US-NC-199,North Carolina,Yancey,Blue Ridge Pkwy--Ridge Junction (Yancey Co.),35.7172493,-82.2773838,,,Unspecified,FALSE,FALSE,,,,,,,S31629230,,,,,heard only,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
33782691,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Mike Stewart 🦅,8/31/16,2016,8,31,1805,United States,US-NC-085,North Carolina,Harnett,Anderson Creek Park,35.3162076,-78.9614332,,,Unspecified,FALSE,FALSE,,,,,,,S31350278,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
33782681,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Mike Stewart 🦅,8/31/16,2016,8,31,1805,United States,US-NC-085,North Carolina,Harnett,Anderson Creek Park,35.3162076,-78.9614332,,,Unspecified,FALSE,FALSE,,,,,,,S31350278,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
33623081,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Mike Stewart 🦅,8/29/16,2016,8,29,1730,United States,US-NC-051,North Carolina,Cumberland,Carvers Creek SP--Long Valley Farm,35.2064291,-78.9777153,,,Unspecified,FALSE,FALSE,,,,,,,S31320253,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
27394141,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Martin Wall,4/15/16,2016,4,15,744,United States,US-NC-031,North Carolina,Carteret,Carteret - Croatan NF - Millis Rd west end,34.7479892,-77.0255544,Adult,Call,Not Used,,,,,iPhone 5s,Azden SMX-10,Rode Red App & Audacity Software,,S28957836,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
27101731,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Don Bemont,4/15/16,2016,4,15,740,United States,US-NC-055,North Carolina,Dare,Kitty Hawk Woods Coastal Reserve--Ridge Rd. Access,36.0757622,-75.7353374,,,Unspecified,FALSE,FALSE,,,,,,,S28963346,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2,2,,,
26970951,Audio,Great Crested Flycatcher,Myiarchus crinitus,,,Don Bemont,4/12/16,2016,4,12,645,United States,US-NC-055,North Carolina,Dare,Kitty Hawk Woods Coastal Reserve--Ridge Rd. Access,36.0757622,-75.7353374,,,Unspecified,FALSE,FALSE,,,,,,,S28901891,,,,,,Myiarchus crinitus,grcfly,Species,17334,,2.5,2,,,
